Degree;Field;Study_program;University;City
Master Degree;Mathematics, Natural Sciences and IT;Usability Engineering, MSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Master Degree;Mathematics, Natural Sciences and IT;Design and Interaction, MA;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Master Degree;Mathematics, Natural Sciences and IT;Information Engineering and Computer Science, MSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Master Degree;Mathematics, Natural Sciences and IT;Electrical Communication Engineering (MSc);University of Kassel;Kassel
Master Degree;Mathematics, Natural Sciences and IT;Master's in Mathematics;University of Kassel;Kassel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Climate Physics: Meteorology and Physical Oceanography;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Quantitative Economics;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Quantitative Finance;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Environmental and Resource Economics;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Medical Life Sciences;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Molecular Biology & Evolution (MAMBE);Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Materials Science and Engineering;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Mathematical Finance;Kiel University;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Data Science;Kiel University of Applied Sciences;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Computer Science;Kiel University of Applied Sciences;Kiel
Master Degree;Mathematics, Natural Sciences and IT;Bionics MSc;Rhine-Waal University of Applied Sciences;Kleve
Master Degree;Mathematics, Natural Sciences and IT;Biological Resources MSc;Rhine-Waal University of Applied Sciences;Kleve
Master Degree;Mathematics, Natural Sciences and IT;Web and Data Science (MSc);University of Koblenz;Koblenz
Master Degree;Mathematics, Natural Sciences and IT;Mathematical Modelling, Simulation and Optimisation (MSc);University of Koblenz;Koblenz
Master Degree;Mathematics, Natural Sciences and IT;Applied Natural Sciences (MSc);University of Koblenz;Koblenz
Master Degree;Mathematics, Natural Sciences and IT;BioGeoSciences (MSc);University of Koblenz;Koblenz
Master Degree;Mathematics, Natural Sciences and IT;E-Government (MSc);University of Koblenz;Koblenz
Master Degree;Mathematics, Natural Sciences and IT;Autonomous Driving;Coburg University of Applied Sciences and Arts;Kronach
Master Degree;Mathematics, Natural Sciences and IT;Food Quality and Safety;University of Bayreuth;Kulmbach
Master Degree;Mathematics, Natural Sciences and IT;Global Food, Nutrition and Health;University of Bayreuth;Kulmbach
Master Degree;Mathematics, Natural Sciences and IT;Integrated Water Resources Management (MSc Joint Exchange Programme, Focus on Middle East and Northern Africa);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Automation & IT (Master of Engineering);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Physics (Cologne);University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;Natural Resources Management and Development (Master of Science);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Communication Systems and Networks (Master of Science);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Integrated Water Resources Management (Master of Science);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Master of Biochemistry and Molecular Medicine;University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;Digital Games (Master of Arts);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Culture and Environment in Africa;University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;Computational Sciences;University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;Digital Sciences (Master of Science);TH Koeln (University of Applied Sciences);Koeln
Master Degree;Mathematics, Natural Sciences and IT;Physics of the Earth and Atmosphere;University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;Master's in Business Analytics & Econometrics – Master of Science;University of Cologne;Koeln
Master Degree;Mathematics, Natural Sciences and IT;MSc Photovoltaics Engineering Science;Anhalt University of Applied Sciences;Koethen / Anhalt
Master Degree;Mathematics, Natural Sciences and IT;Electrical and Computer Engineering (M Eng);Anhalt University of Applied Sciences;Koethen / Anhalt
Master Degree;Mathematics, Natural Sciences and IT;Infection Biology and Control;University of Tuebingen;Lambaréné, Gabon
Master Degree;Mathematics, Natural Sciences and IT;Environmental Pollution Management - Ecotoxicology;RPTU University of Kaiserslautern-Landau;Landau in der Pfalz
Master Degree;Mathematics, Natural Sciences and IT;Environmental Sciences (MSc);RPTU University of Kaiserslautern-Landau;Landau in der Pfalz
Master Degree;Mathematics, Natural Sciences and IT;Physics / IPSP;Leipzig University;Leipzig
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Mathematical Physics;Leipzig University;Leipzig
Master Degree;Mathematics, Natural Sciences and IT;Structural Chemistry and Spectroscopy (SCS);Leipzig University;Leipzig
Master Degree;Mathematics, Natural Sciences and IT;Meteorology;Leipzig University;Leipzig
Master Degree;Mathematics, Natural Sciences and IT;Earth System Data Science and Remote Sensing;Leipzig University;Leipzig
Master Degree;Mathematics, Natural Sciences and IT;Information Technology;OWL University of Applied Sciences and Arts;Lemgo
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence;Universitaet zu Luebeck;Luebeck
Master Degree;Mathematics, Natural Sciences and IT;IT Security (MA);Universitaet zu Luebeck;Luebeck
Master Degree;Mathematics, Natural Sciences and IT;Management & Data Science (MSc);Leuphana University Lueneburg;Lueneburg
Master Degree;Mathematics, Natural Sciences and IT;Sustainability Science (MSc);Leuphana University Lueneburg;Lueneburg
Master Degree;Mathematics, Natural Sciences and IT;Chemical and Energy Engineering;Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;MSc Integrative Neuroscience;Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Digital Engineering (DigiEng);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Master's Degree in Data & Knowledge Engineering (MDKE);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Process Safety and Environmental Engineering (PSEE);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Operations Research and Business Analytics (ORBA);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Medical Systems Engineering (MSE);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Visual Computing;Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Biomechanical Engineering;Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Computational Methods in Engineering (CoME);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Meteorology (research-oriented);Johannes Gutenberg University Mainz;Mainz
Master Degree;Mathematics, Natural Sciences and IT;Human Geography: Globalisation, Media, and Culture;Johannes Gutenberg University Mainz;Mainz
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics (Research-Oriented);Johannes Gutenberg University Mainz;Mainz
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Soft Matter and Materials;Johannes Gutenberg University Mainz;Mainz
Master Degree;Mathematics, Natural Sciences and IT;Functional Materials MSc;Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Computer Science (MSc);Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Business Informatics (MSc);Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Mathematics (MSc);Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Business Mathematics (MSc);Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Data Science (MSc);Philipps-Universitaet Marburg;Marburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Earth-Oriented Space Science and Technology (ESPACE);Technical University Munich;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master's Programme in Neurosciences;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Evolution, Ecology and Systematics (Master of Science);Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Geophysics;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Molecular and Cellular Biology (Master of Science);Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Geobiology and Palaeobiology;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Elite Master of Science in Neuroengineering (MSNE);Technical University Munich;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Data Science (MSc, Elite Master's Programme);Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Management and Digital Technologies;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master's in Micro- and Nanotechnology;Hochschule Muenchen University of Applied Sciences;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Biomedical Neuroscience (MSc);Technical University Munich;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Plant Sciences (Master of Science);Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Elite Master's Programme: Human Biology – Principles of Health and Disease;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master's in Biochemistry;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Entrepreneurship and Digital Transformation;Hochschule Muenchen University of Applied Sciences;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Finance and Information Management (FIM);Technical University Munich;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Photonics;Hochschule Muenchen University of Applied Sciences;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Elite Master's Programme: Theoretical and Mathematical Physics;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Astrophysics;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Meteorology;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Materials Science and Engineering (MSC-MS&E);Technical University Munich;Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Geoinformatics and Spatial Data Science (MSc);University of Muenster;Muenster
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Information Systems;University of Muenster;Muenster
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;University of Muenster;Muenster
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Mathematics Münster;University of Muenster;Muenster
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Geophysics;University of Muenster;Muenster
Master Degree;Mathematics, Natural Sciences and IT;Geomatics;Neubrandenburg University of Applied Sciences;Neubrandenburg
Master Degree;Mathematics, Natural Sciences and IT;Computer Engineering for IoT Systems;Nordhausen University of Applied Sciences;Nordhausen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Engineering Physics;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Neuroscience;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Research Master's in Neurocognitive Psychology;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Engineering of Socio-Technical Systems;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Digitalised Energy Systems;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Biology;Carl von Ossietzky University of Oldenburg;Oldenburg
Master Degree;Mathematics, Natural Sciences and IT;Cognitive Science (MSc);Osnabrueck University;Osnabrueck
Master Degree;Mathematics, Natural Sciences and IT;Nanoscience - Materials, Molecules and Cells;Osnabrueck University;Osnabrueck
Master Degree;Mathematics, Natural Sciences and IT;Physics;Osnabrueck University;Osnabrueck
Master Degree;Mathematics, Natural Sciences and IT;Nanoscience – Materials, Molecules and Cells;Osnabrueck University;Osnabrueck
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics (International Physics);Paderborn University;Paderborn
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Optoelectronics & Photonics;Paderborn University;Paderborn
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Materials Science;Paderborn University;Paderborn
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Computer Science;Paderborn University;Paderborn
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Computer Engineering;Paderborn University;Paderborn
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Computer Science;University of Passau;Passau
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Computational Mathematics;University of Passau;Passau
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Artificial Intelligence Engineering;University of Passau;Passau
Master Degree;Mathematics, Natural Sciences and IT;MSc Digital Health;Deggendorf Institute of Technology;Pfarrkirchen
Master Degree;Mathematics, Natural Sciences and IT;MSc Global Public Health;Deggendorf Institute of Technology;Pfarrkirchen
Master Degree;Mathematics, Natural Sciences and IT;Biochemistry and Molecular Biology;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Astrophysics;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;MSc Remote Sensing, geoInformation, and Visualisation (RSIV);University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Digital Health;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Data Science;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Bioinformatics;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Ecology, Evolution, and Conservation (EEC);University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Cognitive Systems: Language, Learning, and Reasoning;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Software Systems Engineering;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Geosciences;University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Climate, Earth, Water, Sustainability (CLEWS);University of Potsdam;Potsdam
Master Degree;Mathematics, Natural Sciences and IT;Master's Programme in Mathematics (MSc);Universitaet Regensburg;Regensburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science: Advanced Synthesis & Catalysis;Universitaet Regensburg;Regensburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;Universitaet Regensburg;Regensburg
Master Degree;Mathematics, Natural Sciences and IT;International MSc Ecology, Evolution and Conservation;Universitaet Regensburg;Regensburg
Master Degree;Mathematics, Natural Sciences and IT;Biomedical Sciences (MSc);Hochschule Bonn-Rhein-Sieg;Rheinbach
Master Degree;Mathematics, Natural Sciences and IT;Electrical Engineering (EE);University of Rostock;Rostock
Master Degree;Mathematics, Natural Sciences and IT;Computer Science International (CSI);University of Rostock;Rostock
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;University of Rostock;Rostock
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Language Science and Technology (LST);Saarland University;Saarbruecken
Master Degree;Mathematics, Natural Sciences and IT;Mathematics and Computer Science (MSc);Saarland University;Saarbruecken
Master Degree;Mathematics, Natural Sciences and IT;Saarbrücken Graduate School of Computer Science;Saarland University;Saarbruecken
Master Degree;Mathematics, Natural Sciences and IT;Mathematics;Saarland University;Saarbruecken
Master Degree;Mathematics, Natural Sciences and IT;Autonomous Systems (MSc);Hochschule Bonn-Rhein-Sieg;Sankt Augustin
Master Degree;Mathematics, Natural Sciences and IT;Applied Computer Science (MSc);Schmalkalden University of Applied Sciences;Schmalkalden
Master Degree;Mathematics, Natural Sciences and IT;Biotechnology;Brandenburg University of Technology Cottbus-Senftenberg;Senftenberg
Master Degree;Mathematics, Natural Sciences and IT;Chemistry;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Physics;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Mechatronics;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Computer Science;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Human Computer Interaction (HCI);University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Nanoscience and Nanotechnology;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Mathematics;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;Quantum Science;University of Siegen;Siegen
Master Degree;Mathematics, Natural Sciences and IT;MSc Systems Engineering & Engineering Management;South Westphalia University of Applied Sciences;Soest
Master Degree;Mathematics, Natural Sciences and IT;MA International Management & Information Systems (IMIS);South Westphalia University of Applied Sciences;Soest
Master Degree;Mathematics, Natural Sciences and IT;Master's in Chemical Engineering (MSc);FH Muenster University of Applied Sciences;Steinfurt
Master Degree;Mathematics, Natural Sciences and IT;Master Materials Science and Engineering (MSc);FH Muenster University of Applied Sciences;Steinfurt
Master Degree;Mathematics, Natural Sciences and IT;Photonics (MSc);FH Muenster University of Applied Sciences;Steinfurt
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Environmental Sciences (MSc ES) (and DigES);Trier University;Trier
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Applied Statistics;Trier University;Trier
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Data Science;Trier University;Trier
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Geoinformatics;Trier University;Trier
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Natural Language Processing;Trier University;Trier
Master Degree;Mathematics, Natural Sciences and IT;Natural Hazards and Risks in Structural Engineering (NHRE);Bauhaus-Universitaet Weimar;Weimar
Master Degree;Mathematics, Natural Sciences and IT;Computer Science for Digital Media;Bauhaus-Universitaet Weimar;Weimar
Master Degree;Mathematics, Natural Sciences and IT;Human-Computer Interaction (HCI);Bauhaus-Universitaet Weimar;Weimar
Master Degree;Mathematics, Natural Sciences and IT;Digital Engineering;Bauhaus-Universitaet Weimar;Weimar
Master Degree;Mathematics, Natural Sciences and IT;Digital Technologies (MSc);Ostfalia University of Applied Sciences - Hochschule Braunschweig/Wolfenbuettel;Wolfenbuettel
Master Degree;Mathematics, Natural Sciences and IT;Computer Simulation in Science (MSc);University of Wuppertal;Wuppertal
Master Degree;Mathematics, Natural Sciences and IT;Mathematics International;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Behavioural Neurobiology / Neuroethology, Master of Science Biology;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Ecology, Master of Science;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Cell and Infection Biology, Master of Science;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Systems Biology and Metabolomics;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Molecular and Computational Biology, Master of Science;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Biophysics, Master of Science;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Protein Chemistry, Master of Science;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;FOKUS Life Sciences;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Master's in Biochemistry (Molecular Life Sciences or Molecular Oncology);Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Satellite Technology – Advanced Space Systems (SaTec);Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;International Master of Science in Physics;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;International Master of Science in Quantum Engineering;Julius-Maximilians-Universitaet Wuerzburg;Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence (MSc);Technical University of Applied Sciences Wuerzburg-Schweinfurt (THWS);Wuerzburg
Master Degree;Mathematics, Natural Sciences and IT;Organismic and Molecular Biodiversity;Technische Universitaet Dresden;Zittau
Master Degree;Mathematics, Natural Sciences and IT;Ecosystem Services;Technische Universitaet Dresden;Zittau
Master Degree;Mathematics, Natural Sciences and IT;Internet of Things (IoT) and Smart Systems;Westsaechsische Hochschule Zwickau - University of Applied Sciences Zwickau;Zwickau
Master Degree;Medicine;Biomedical Engineering;RWTH Aachen University;Aachen
Master Degree;Medicine;MSc in Cognitive Neuroscience (MCNB);Freie Universitaet Berlin;Berlin
Master Degree;Medicine;Neurosciences;University of Bonn;Bonn
Master Degree;Medicine;Medical Immunosciences and Infection;University of Bonn;Bonn
Master Degree;Medicine;Regenerative Biology and Medicine;Technische Universitaet Dresden;Dresden
Master Degree;Medicine;MSc Molecular Medicine;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Medicine;MSc Integrated Immunology (iImmune);FAU Erlangen-Nuernberg;Erlangen
Master Degree;Medicine;International Max Planck Research School — Physics and Medicine (IMPRS-PM);Max Planck Institute for the Science of Light;Erlangen
Master Degree;Medicine;MSc Interdisciplinary Neuroscience (INS);Goethe University Frankfurt;Frankfurt am Main
Master Degree;Medicine;Nutrition and Biomedicine;Technical University Munich;Freising
Master Degree;Medicine;Biomedical Engineering and Medical Physics;Technical University Munich;Garching b. Muenchen
Master Degree;Medicine;Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD);University of Goettingen;Goettingen
Master Degree;Medicine;Biomedical Engineering (MSc);Hamburg University of Applied Sciences;Hamburg
Master Degree;Medicine;Master of Science in Molecular Medicine;Friedrich Schiller University Jena;Jena
Master Degree;Medicine;Master of Science in Medical Photonics;Friedrich Schiller University Jena;Jena
Master Degree;Medicine;Global Food, Nutrition and Health;University of Bayreuth;Kulmbach
Master Degree;Medicine;Master of Biochemistry and Molecular Medicine;University of Cologne;Koeln
Master Degree;Medicine;MSc Human Technology in Sports and Medicine;German Sport University Cologne;Koeln
Master Degree;Medicine;International Master's in Biomedical Engineering (BME);Anhalt University of Applied Sciences;Koethen / Anhalt
Master Degree;Medicine;Biomedical Engineering, Master of Science;Technische Hochschule Luebeck;Luebeck
Master Degree;Medicine;Medical Microtechnology (MSc);Technische Hochschule Luebeck;Luebeck
Master Degree;Medicine;Medical Systems Engineering (MSE);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Medicine;Biomechanical Engineering;Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Medicine;Master of Science in Epidemiology;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Medicine;Biomedical Neuroscience (MSc);Technical University Munich;Muenchen
Master Degree;Medicine;Elite Master's Programme: Human Biology – Principles of Health and Disease;Ludwig-Maximilians-Universitaet Muenchen;Muenchen
Master Degree;Medicine;Master of Science in Applied Neurosciences in Sports & Exercise;Paderborn University;Paderborn
Master Degree;Medicine;MSc Digital Health;Deggendorf Institute of Technology;Pfarrkirchen
Master Degree;Medicine;MSc Global Public Health;Deggendorf Institute of Technology;Pfarrkirchen
Master Degree;Medicine;Master of Science in Digital Health;University of Potsdam;Potsdam
Master Degree;Medicine;Biomedical Sciences (MSc);Hochschule Bonn-Rhein-Sieg;Rheinbach
Master Degree;Sport;Sport and Exercise Sciences for Health and Performance;Ruhr-Universitaet Bochum;Bochum
Master Degree;Sport;International Master's in Physical Activity and Health;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Sport;Human Movement Analytics: Biomechanics, Motor Control and Learning (HMA: BMCL);Justus Liebig University Giessen;Giessen
Master Degree;Sport;MSc Psychology in Sport and Exercise;German Sport University Cologne;Koeln
Master Degree;Sport;MSc Sport Management;German Sport University Cologne;Koeln
Master Degree;Sport;MA International Sport Development and Politics;German Sport University Cologne;Koeln
Master Degree;Sport;MSc Human Technology in Sports and Medicine;German Sport University Cologne;Koeln
Master Degree;Sport;Master's in Sport and Exercise Psychology;Leipzig University;Leipzig
Master Degree;Sport;International Master Performance Analysis of Sport (IMPAS);Otto von Guericke University Magdeburg;Magdeburg
Master Degree;Sport;Sport Science – Movement and Wellbeing (MSc);Johannes Gutenberg University Mainz;Mainz
Master Degree;Sport;Master of Health Science – Prevention and Health Promotion;Technical University Munich;Muenchen
Master Degree;Sport;Master of Science in Sport and Exercise Science;Technical University Munich;Muenchen
Master Degree;Sport;Sports, Exercise and Human Performance;University of Muenster;Muenster
Master Degree;Sport;Master of Science in Applied Neurosciences in Sports & Exercise;Paderborn University;Paderborn
Master Degree;Sport;International Master's / PhD Programme in Clinical Exercise Science (CES);University of Potsdam;Potsdam
